chemsep_index;component_name;formula_chemsep;cas_number;structure_smiles;inchikey;family_id;family_name;chemsep_record_id;MW_kg_per_kmol;Tc_K;Pc_Pa;Vc_m3_per_kmol;Zc;omega;Tb_K;Tm_K;Ttriple_K;Ptriple_Pa;Vm_liq_Tb_m3_per_kmol;radius_gyration_m;solubility_parameter_J05_m15;dipole_moment_C_m;vdw_volume_m3_per_kmol;vdw_area_m2_per_kmol;h_form_ig_J_per_kmol;gibbs_form_ig_J_per_kmol;s_abs_ig_J_per_kmol_K;heat_fusion_Tm_J_per_kmol;lhv_combustion_J_per_kmol;costld_Vstar_m3_per_kmol;lennard_jones_diameter_m;lennard_jones_energy_K;rackett_parameter;fuller_diffusion_volume;parachor_kg025_m3_s05_per_kmol;specific_gravity;charge;omega_srk;wilson_volume_m3_per_kmol;uniquac_r;uniquac_q;uniquac_q_prime;api_srk_s1;api_srk_s2;mathias_copeman_C1;mathias_copeman_C2;mathias_copeman_C3;omega_chao_seader;chao_seader_solubility_parameter_J05_m15;chao_seader_liquid_volume_m3_per_kmol;antoine_eqno;antoine_unit;antoine_A;antoine_B;antoine_C;antoine_D;antoine_E;antoine_Tmin_K;antoine_Tmax_K;vapour_pressure_eqno;vapour_pressure_unit;vapour_pressure_A;vapour_pressure_B;vapour_pressure_C;vapour_pressure_D;vapour_pressure_E;vapour_pressure_Tmin_K;vapour_pressure_Tmax_K;heat_vaporization_eqno;heat_vaporization_unit;heat_vaporization_A;heat_vaporization_B;heat_vaporization_C;heat_vaporization_D;heat_vaporization_E;heat_vaporization_Tmin_K;heat_vaporization_Tmax_K;ideal_gas_cp_eqno;ideal_gas_cp_unit;ideal_gas_cp_A;ideal_gas_cp_B;ideal_gas_cp_C;ideal_gas_cp_D;ideal_gas_cp_E;ideal_gas_cp_Tmin_K;ideal_gas_cp_Tmax_K;ideal_gas_cp_rpp_eqno;ideal_gas_cp_rpp_unit;ideal_gas_cp_rpp_A;ideal_gas_cp_rpp_B;ideal_gas_cp_rpp_C;ideal_gas_cp_rpp_D;ideal_gas_cp_rpp_E;ideal_gas_cp_rpp_Tmin_K;ideal_gas_cp_rpp_Tmax_K;liquid_cp_eqno;liquid_cp_unit;liquid_cp_A;liquid_cp_B;liquid_cp_C;liquid_cp_D;liquid_cp_E;liquid_cp_Tmin_K;liquid_cp_Tmax_K;solid_cp_eqno;solid_cp_unit;solid_cp_A;solid_cp_B;solid_cp_C;solid_cp_D;solid_cp_E;solid_cp_Tmin_K;solid_cp_Tmax_K;liquid_density_eqno;liquid_density_unit;liquid_density_A;liquid_density_B;liquid_density_C;liquid_density_D;liquid_density_E;liquid_density_Tmin_K;liquid_density_Tmax_K;solid_density_eqno;solid_density_unit;solid_density_A;solid_density_B;solid_density_C;solid_density_D;solid_density_E;solid_density_Tmin_K;solid_density_Tmax_K;liquid_viscosity_eqno;liquid_viscosity_unit;liquid_viscosity_A;liquid_viscosity_B;liquid_viscosity_C;liquid_viscosity_D;liquid_viscosity_E;liquid_viscosity_Tmin_K;liquid_viscosity_Tmax_K;liquid_viscosity_rps_eqno;liquid_viscosity_rps_unit;liquid_viscosity_rps_A;liquid_viscosity_rps_B;liquid_viscosity_rps_C;liquid_viscosity_rps_D;liquid_viscosity_rps_E;liquid_viscosity_rps_Tmin_K;liquid_viscosity_rps_Tmax_K;vapour_viscosity_eqno;vapour_viscosity_unit;vapour_viscosity_A;vapour_viscosity_B;vapour_viscosity_C;vapour_viscosity_D;vapour_viscosity_E;vapour_viscosity_Tmin_K;vapour_viscosity_Tmax_K;liquid_thermal_conductivity_eqno;liquid_thermal_conductivity_unit;liquid_thermal_conductivity_A;liquid_thermal_conductivity_B;liquid_thermal_conductivity_C;liquid_thermal_conductivity_D;liquid_thermal_conductivity_E;liquid_thermal_conductivity_Tmin_K;liquid_thermal_conductivity_Tmax_K;vapour_thermal_conductivity_eqno;vapour_thermal_conductivity_unit;vapour_thermal_conductivity_A;vapour_thermal_conductivity_B;vapour_thermal_conductivity_C;vapour_thermal_conductivity_D;vapour_thermal_conductivity_E;vapour_thermal_conductivity_Tmin_K;vapour_thermal_conductivity_Tmax_K;surface_tension_eqno;surface_tension_unit;surface_tension_A;surface_tension_B;surface_tension_C;surface_tension_D;surface_tension_E;surface_tension_Tmin_K;surface_tension_Tmax_K;second_virial_eqno;second_virial_unit;second_virial_A;second_virial_B;second_virial_C;second_virial_D;second_virial_E;second_virial_Tmin_K;second_virial_Tmax_K;relative_static_permittivity_eqno;relative_static_permittivity_unit;relative_static_permittivity_A;relative_static_permittivity_B;relative_static_permittivity_C;relative_static_permittivity_D;relative_static_permittivity_E;relative_static_permittivity_Tmin_K;relative_static_permittivity_Tmax_K;groups_unifac;groups_unifac_lle;groups_asog;groups_ppr78;groups_umr;groups_modified_unifac
1524;1,1,2-Trichloroethane;CHCl2CH2Cl;79-00-5;C([Cl])([Cl])C[Cl];UBOXGVDOUJQMTN-UHFFFAOYSA-N;65;C1/C2 ALIPHATIC CHLORIDES;6574;133.4042;602;4480000;0.281;0.252;0.259135;387;236.5;236.5;44.7475;0.0929898;3.717e-10;19890;4.17e-30;0.05311;736000000;-142000000;-80970000;337100;11300000;-968500000;0.282745;6.389493e-10;275.1387;0.267821;101.73;0.0403;янв.44;0;0.259768;0.0929898;3.526;2.948;;;;0.85565;0;0;0.259768;19818.9;0.0929898;10;Pa;21.075;3187;-53.379;;;366.15;536.5;101;Pa;66.05096;-6428.165;-6.44717;3.27127e-06;2;236.5;602;106;J/kmol;50503000;0.64021;-1.1382;янв.79;-0.66031;236.5;602;16;J/kmol/K;56506;-535.36;12.166;-0.00021958;4.8605e-08;236.5;1500;4;J/kmol/K;18491.19;309.57;-0.272542;9.27467e-05;;236.5;1200;16;J/kmol/K;121000;433.16;фев.35;0.034423;-4.0901e-05;236.5;300;100;J/kmol/K;654700;-14318;123.14;-0.43554;0.00055528;117.15;222.15;105;kmol/m3;0.9055;0.25465;602;0.30987;;236.5;602;2;kmol/m3;14.57;-0.006887;;;;94.6;236.5;101;Pa.s;-10.78972;1069;фев.92;-8.1378e-06;2;236.5;452;27;Pa.s;0;0;0;0;0;0;0;102;Pa.s;2.8974e-07;0.68713;200.47;-854.38;;236.5;1000;16;W/m/K;-0.027258;-78.724;-0.73941;-0.0030401;8.8565e-07;236.5;482;102;W/m/K;9.5455e-05;1.0427;1258.3;-2960.2;;236.5;1000;16;N/m;-0.01087;126.61;-3.7929;0.0032685;-8.0616e-06;236.5;602;104;m3/kmol;0.18736;-244.22;-36.351;-1273;-10172;301;1500;120;_;-6.355533;-3750;-22.5;;;274.15;444.15;45 1 49 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;31 1 35 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;2 1 35 1 37 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;45 1 49 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;45 1 49 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;44 1 48 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1522;1,1-Dichloroethane;CHCl2CH3;75-34-3;CC([Cl])[Cl];SCYULBFZEHDVBN-UHFFFAOYSA-N;65;C1/C2 ALIPHATIC CHLORIDES;6365;98.95916;523;5100000;0.236;0.277;0.244;330.45;176.19;176.19;2.21455;0.08473;3.095e-10;18300;6.87e-30;0.04493;633000000;-129410000;-72590000;305010;7870000;-1110400000;0.2369;5.38154e-10;336.0022;;83.04;0.0336;1.18256;0;0.23646;0.0847207;фев.17;2.532;;;;0.95261;-0.83715;янв.03;0.244612;18299.2;0.0847207;10;Pa;21.36;2884.3;-37.086;;;318.35;468.24;101;Pa;66.53401;-5492.415;-6.715993;5.298782e-06;2;176.19;523;106;J/kmol;44587730;0.555838;0.0209485;-0.722234;0.56963;176.19;504.75;16;J/kmol/K;45661;-449.92;11.802;0.00015496;-5.3829e-08;150;1500;100;J/kmol/K;21701;206.64;-0.056123;-8.6055e-05;5.3462e-08;200;1000;16;J/kmol/K;115470;479.34;янв.09;0.029511;-2.5794e-05;176.19;330.45;100;J/kmol/K;-14894;1761.9;-17.551;0.085912;-0.00013498;14.17;165.75;105;kmol/m3;1.1057;0.26536;523;0.28703;;176.19;504.75;2;kmol/m3;17.18;-0.010734;;;;70.48;176.19;101;Pa.s;-10.67535;849.0001;-0.14866;-3.5884e-07;2;176.19;423;27;Pa.s;0;0;0;0;0;0;0;102;Pa.s;1.814e-07;0.74706;93.461;1513.7;;176.19;1000;16;W/m/K;0.011357;-64.086;-0.98127;-0.0039469;6.6106e-07;156.9;416.9;102;W/m/K;0.00013381;01.янв;1042.5;-2442;;176.19;1000;16;N/m;-0.043274;-3.8245;-2.0709;-0.0019704;-1.9129e-07;176.19;504.75;104;m3/kmol;0.065419;-59.071;-33.932;9018.2;-20873;261.5;1500;120;_;-17.65507;-8350;-50.1;;;274.15;444.15;1 1 49 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 1 35 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 1 37 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 1 49 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 1 48 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
141;1,1-Dimethylcyclohexane;-C(CH3)2(CH2)5-;590-66-9;C1CCCCC1(C)(C);QEGNUYASOUJEHD-UHFFFAOYSA-N;7;ALKYLCYCLOHEXANES;11549;112.2126;591.15;2938430;0.45;0.269;0.2376;392.69;239.66;239.66;60.5841;0.144469;3.668e-10;15670;0;0.08068;1042000000;-181000000;35229300;365012;2020870;-4863900000;0.438832;6.912149e-10;341.7583;0.269;164.16;0.05675272;0.785287;0;0.2376;0.144469;май.37;4.396;;;0.007389;0.80822;0.18749;-0.07093;0.2376;15670;0.144469;10;Pa;20.484;3005.4;-57.186;;;355.67;517.15;101;Pa;81.518;-6942.5;-8.9;5.4941e-06;2;239.66;591.15;106;J/kmol;75815000;фев.64;-6.0218;6.1598;-2.4093;239.66;591.15;16;J/kmol/K;97627;-847.07;13.952;-0.00053736;1.4024e-07;200;1500;4;J/kmol/K;-48680;799.8;-0.38203;5.9621e-05;;200;1500;16;J/kmol/K;108760;-1.4419;сен.71;0.0071596;-3.8148e-06;239.66;392.7;100;J/kmol/K;-16424;1881.1;-20.206;0.13922;-0.00034887;дек.31;141.61;105;kmol/m3;0.55073;0.24971;591.15;0.27534;;239.66;591.15;2;kmol/m3;сен.47;-0.0043166;0;0;0;95.86;239.66;101;Pa.s;-12.04903;1368;-0.53177;8.3765e-07;2;239.66;472.92;27;Pa.s;0;0;0;0;0;0;0;102;Pa.s;7.8141e-07;0.4995;371.04;124.2;;392.7;1000;16;W/m/K;-0.0057011;-80.549;-0.98212;-0.0030094;4.8733e-07;239.66;392.7;102;W/m/K;0.01079;0.39433;-74.36;805370;;239.66;1000;16;N/m;-0.080643;-31.636;-1.6941;-0.0017816;8.0067e-07;239.66;591.15;104;m3/kmol;0.2363;-268.25;-48.059;-9529.6;18562;295.58;2000;-1;_;;;;;;;;1 2 2 5 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 2 2 5 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 2 2 5 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 2 4 1 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 2 2 5 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 2 78 5 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
108;1,1-Dimethylcyclopentane;-CH2C(CH3)2CH2CH2CH2-;1638-26-2;C1(C)(C)CCCC1;QWHNJUXXYKPLQM-UHFFFAOYSA-N;6;ALKYLCYCLOPENTANES;15421;98.18607;547;3445000;0.36;0.273;0.272354;361;203.36;203.68;9.04909;0.130925;3.43e-10;15460;0;0.07045;907000000;-138280000;39037000;359280;1080000;-4275200000;0.379444;6.304016e-10;333.4925;0.273;143.64;0.05003136;0.759292;0;0.272354;0.130925;апр.93;3.856;;;-0.013551;0.99405;-0.87279;янв.32;0.272354;15460;0.130925;10;Pa;20.924;3024.7;-39.21;;;329.96;474.65;101;Pa;80.69439;-6444.768;-8.840923;5.777915e-06;2;203.36;547;106;J/kmol;64753000;1.835;-2.4221;1.0097;0.083052;203.36;547;16;J/kmol/K;84040;-831.97;13.78;-0.00060484;1.825e-07;200;1500;4;J/kmol/K;-40808;693.04;-0.36013;6.8107e-05;;200;1500;16;J/kmol/K;63403;-76.912;11.112;0.0033685;-1.3786e-06;213.87;361;1;J/kmol/K;182070;;;;;0;547;105;kmol/m3;0.77031;0.27731;547;0.30161;;203.36;547;2;kmol/m3;10.747;-0.0058701;0;0;0;81.34;203.36;101;Pa.s;-12.00622;1269;-0.51373;1.1607e-06;2;203.36;400;27;Pa.s;0;0;0;0;0;0;0;102;Pa.s;5.5348e-06;0.28035;888.45;60.9;;203.36;1000;16;W/m/K;-0.012548;-26.729;-1.3811;-0.0017046;-8.8213e-07;203.36;361;102;W/m/K;0.0025566;0.60638;165.73;477660;;203.68;1000;16;N/m;-0.0074471;112.42;-4.128;0.0036419;-9.9747e-06;203.36;547;104;m3/kmol;0.22139;-197.51;-37.472;-7234;10587;273.5;1914.5;-1;_;;;;;;;;1 2 2 4 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 2 2 4 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 2 2 4 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 2 4 1 10 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 2 2 4 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 2 78 4 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
530;1,2,3,4-Tetramethylbenzene;(C6H2)(CH3)4;488-23-3;c1(C)c(C)c(C)c(C)cc1;UOHMMEJUHBCKEE-UHFFFAOYSA-N;17;OTHER ALKYLBENZENES;10263;134.2182;690;2860000;0.482;0.256;0.417172;478.19;266.9;266.9;фев.78;0.149073;4.402e-10;18860;1.66e-30;0.09296;1168000000;-33050000;132400000;416500;11230000;-5537600000;0.512922;7.50538e-10;333.7538;0.256;173.04;0.06483091;0.908473;0;0.417172;0.149073;6.1278;4.672;;;-0.005169;1.08168;0;0;0.417172;18860;0.149073;10;Pa;21.207;3942.9;-70.977;;;419.85;620;101;Pa;103.3938;-9866.6;-11.74655;5.432648e-06;2;266.9;693;106;J/kmol;68277370;0.20659;0.354625;0.156354;-0.400825;266.9;670.57;16;J/kmol/K;108680;-536.06;13.006;0.00026578;-1.0197e-07;200;1500;4;J/kmol/K;14350;683.41;-0.34548;6.3808e-05;;200;1500;16;J/kmol/K;191090;-1527.7;20.231;-0.019977;1.9333e-05;266.9;519.75;100;J/kmol/K;66629;-379.76;9.332;-0.039854;7.2087e-05;91;223.6;105;kmol/m3;0.62671;0.276;690;0.30501;;266.9;670.57;100;kmol/m3;авг.81;-0.0041252;0;0;0;106.76;266.9;101;Pa.s;-12.79418;1283;0.0032112;-3.0199e-09;2;266.9;573;27;Pa.s;0;0;0;0;0;0;0;102;Pa.s;8.0975e-08;0.80432;144.14;-8326.5;;266.9;1000;16;W/m/K;-0.046705;-31.572;-1.2356;-0.001246299;-2.6103e-07;266.9;478.19;102;W/m/K;0.0001001;1.0331;653.92;21466;;266.9;1000;16;N/m;-0.0097807;201.26;-4.2769;0.0037572;-6.8682e-06;266.9;670.57;104;m3/kmol;0.31708;-424.09;-116.37;-38824;-120.02;346.5;1500;120;_;-1.813;-1290.739;0;0;0;273;690;10 2 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;9 2 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 4 10 2 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;7 2 8 4 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;10 2 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;9 2 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
531;1,2,3,5-Tetramethylbenzene;(C6H2)(CH3)4;527-53-7;c1(C)c(C)c(C)cc(C)c1;BFIMMTCNYPIMRN-UHFFFAOYSA-N;17;OTHER ALKYLBENZENES;10695;134.2182;679;3220000;0.436;0.254;0.459061;471.15;249.46;249.46;0.886139;0.151385;4.516e-10;18330;;0.09296;1168000000;-40540000;123100000;422500;10720000;-5532000000;0.512922;7.327233e-10;319.2893;0.254;173.04;0.0649311;0.894741;0;0.46;0.151385;6.1278;4.672;;;0.019944;янв.72;-3.05607;6.07298;0.426;18330;0.151385;10;Pa;21.323;3961.7;-66.892;;;407.71;610;101;Pa;108.28;-9936.6;-12.519;6.2754e-06;2;249.46;679;106;J/kmol;66549000;0.31372;0.25924;-0.3264;0.12301;249.46;679;16;J/kmol/K;109230;-579.21;13.116;0.00014705;-5.951e-08;150;1500;4;J/kmol/K;15661;655.05;-0.30287;4.7023e-05;;150;1500;16;J/kmol/K;180380;-63.604;сен.96;0.0072443;-3.1051e-06;249.46;480;100;J/kmol/K;88.391;1331.3;-5.2242;0.018095;-2.5164e-05;92.4;249.46;105;kmol/m3;0.5261;0.25428;679;0.28565;;249.46;679;2;kmol/m3;8.728;-0.0038845;0;0;0;99.78;249.46;101;Pa.s;-12.80942;1283;0.263;-3.7653e-07;2;249.46;573;27;Pa.s;0;0;0;0;0;0;0;102;Pa.s;6.7114e-07;0.50662;335.88;-402.07;;249.46;1000;16;W/m/K;-0.064932;-8.9077;-1.3593;-0.00066705;-6.8372e-07;249.46;471.15;102;W/m/K;8.2384e-05;1.0555;595.15;34335;;249.46;1000;16;N/m;-0.0077784;249.63;-4.8091;0.0051648;-8.5507e-06;249.46;679;104;m3/kmol;0.3267;-429.83;-108.17;-65519;104920;339.5;1500;-1;_;;;;;;;;10 2 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;9 2 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 4 10 2 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;7 2 8 4 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;10 2 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;9 2 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
514;1,2,3-Trimethylbenzene;(C6H3)(CH3)3;526-73-8;c1(C)c(C)c(C)ccc1;FYGHSUNMUKGBRK-UHFFFAOYSA-N;10;2,3,4-ALKENES;10686;120.1916;664.5;3454000;0.435;0.267;0.367;449.23;247.79;247.79;3.70834;0.13322;4.127e-10;18480;1.87e-30;0.08181;1026000000;-9568810;124400000;380500;8170000;-4933940000;0.445517;6.895957e-10;373.9802;0.267;152.52;0.05574632;0.899219;0;0.367;0.13322;май.28;4.104;;;-0.014458;1.1114;-0.66379;1.1405;0.367;18480;0.13322;10;Pa;21.569;4045.6;-46.375;;;399.82;595;101;Pa;103.4032;-9139.734;-11.94112;6.875135e-06;2;247.79;664.5;106;J/kmol;58970000;0.31296;0.11034;-0.18707;0.12203;247.79;642.57;16;J/kmol/K;97344;-642.53;13.123;6.1931e-05;-4.6438e-08;200;1500;100;J/kmol/K;33607;259.01;0.84683;-0.0013521;5.7553e-07;50;1000;16;J/kmol/K;158190;-110.87;сен.05;0.0066246;-3.875e-06;247.79;450;100;J/kmol/K;165120;-5147.2;80.052;-0.45918;0.00093095;59.99;230.27;105;kmol/m3;0.47081;0.22935;664.5;0.22914;;243.15;664.15;2;kmol/m3;сен.97;-0.0043665;0;0;0;99.12;247.79;101;Pa.s;-12.18896;1184;0.25604;-4.4218e-07;2;247.79;550;27;Pa.s;0;0;0;0;0;0;0;102;Pa.s;7.8569e-07;0.49843;362.98;-102.15;;247.79;1000;16;W/m/K;0.066267;303.46;-5.2163;0.0092731;-1.4825e-05;247.79;603.15;102;W/m/K;9.3303e-05;1.0419;539.24;56545;;247.79;1000;16;N/m;-0.0045939;547.15;-7.5443;0.012641;-1.6044e-05;247.79;642.57;104;m3/kmol;0.26373;-348.47;-92.015;-13079;-14420;332.23;1500;120;_;-1.862;-1325.624;0;0;0;273;664.5;10 3 12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;9 3 11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 3 10 3 11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;7 3 8 3 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;10 3 12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;9 3 11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
532;1,2,4,5-Tetramethylbenzene;(C6H2)(CH3)4;95-93-2;c1(C)c(C)cc(C)c(C)c1;SQNZJJAZBFDUTD-UHFFFAOYSA-N;10;2,3,4-ALKENES;7269;134.2182;676;2900000;0.482;0.249;0.423;470;352.384;352.384;1784.79;0.15228;4.502e-10;17140;0;0.09296;1168000000;-45270000;117700000;418500;21000000;-5507000000;0.512922;7.75928e-10;295.9222;0.249;173.04;0.06374715;0.89203;0;0.423;0.15228;6.1278;4.672;;;-0.014791;1.10541;0;0;0.423;17140;0.15228;10;Pa;21.278;3898.8;-70.102;;;412.75;607.87;101;Pa;96.028;-9355.7;-10.676;4.9509e-06;2;346.75;676;106;J/kmol;160770700;4.915197;-10.37671;9.303886;-3.220797;298.15;658.97;16;J/kmol/K;110940;-562.53;13.019;0.00027207;-1.0669e-07;200;1500;100;J/kmol/K;27870;560.2;0.043817;-0.000406;1.904e-07;298;1000;16;J/kmol/K;139940;1169.1;янв.77;0.02859;-2.3286e-05;352.15;473.15;100;J/kmol/K;1997.1;1178.3;-3.2722;0.0077475;-6.6937e-06;92.2;352.38;105;kmol/m3;0.65779;0.28461;677.16;0.31429;;288.15;677.15;2;kmol/m3;июл.88;-1.9613e-16;0;0;0;0;09.май;101;Pa.s;-12.81245;1283;-0.39341;2.9469e-07;2;352.38;573;27;Pa.s;0;0;0;0;0;0;0;102;Pa.s;7.2635e-07;0.49106;324.48;3435.1;;352.38;1000;16;W/m/K;0.023024;-350.01;0.1946;-0.0044419;6.7822e-07;352.38;613.15;102;W/m/K;6.6062e-05;1.0649;306.1;93850;;352.384;1000;16;N/m;-0.022308;-40.303;-2.2467;-0.001602;-9.4735e-07;352.38;658.97;104;m3/kmol;0.33617;-444.13;-103.01;-89798;177990;337.58;1500;-1;_;;;;;;;;10 2 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;9 2 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;1 4 10 2 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;7 2 8 4 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;10 2 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;9 2 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1592;1,2,4-Trichlorobenzene;(C6H3)Cl3;120-82-1;c1(Cl)c(Cl)cc(Cl)cc1;PBKONEOXTCPAFI-UHFFFAOYSA-N;29;AROMATIC CHLORIDES;13;181.447;725;3720000;0.395;0.244;0.358106;486.15;290.15;290.15;33.0937;0.12525;4.832e-10;20620;4.20291e-30;0.10098;1233000000;-11757000;43052300;380911;15564700;-2656320000;0.563146;7.440056e-10;295.0221;0.259136;147.03;0.0577;янв.95;0;0.358106;0.12525;5.0625;3.732;;;;0.985;0;0;0.358106;20618.1;0.12525;10;Pa;21.92;4632.7;-40.49;;;435.15;633.45;101;Pa;47.20405;-7460.647;-3.164866;-3.316432e-06;2;290.15;725;106;J/kmol;68970000;0.4026;0;0;0;290.15;725;16;J/kmol/K;63130;-426.63;12.569;-9.5696e-05;1.4713e-08;200;1500;4;J/kmol/K;13485;490.78;-0.36646;9.8813e-05;;200;1500;16;J/kmol/K;145370;234.69;июн.89;0.017012;-1.5675e-05;290.15;486.15;100;J/kmol/K;6586.2;796.22;-1.4691;0.0035279;-3.7266e-06;50;290.15;105;kmol/m3;0.61713;0.2524;725;0.2857;;290.15;725;2;kmol/m3;10.194;-0.0039041;;;;116.06;290.15;101;Pa.s;-10.73868;1249.999;36.115;-4.7458e-05;2;273.15;580;27;Pa.s;0;0;0;0;0;0;0;102;Pa.s;9.2097e-08;0.80621;99.511;1477.5;;486.15;1000;16;W/m/K;0.070105;-290.72;-0.20366;-0.0074415;2.4779e-06;285.15;486.15;102;W/m/K;-743.07;0.74159;-2174600000;-64502000000;;290.15;1000;16;N/m;-0.0099086;212.19;-4.1394;0.0037352;-6.6653e-06;290.15;725;104;m3/kmol;0.27285;-397.07;-111.19;28956;-249060;362.5;2000;120;_;-1.568;-1116.315;0;0;0;273;725;10 3 54 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;9 3 40 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;10 3 11 3 42 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;10 3 54 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;9 3 53 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
