chemsep_index;component_name;cas_number;formula_chemsep;correlation_name;correlation_key;property_unit;eqno;A;B;C;D;E;Tmin_K;Tmax_K
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.53784;0.24926;535.2;0.22945;;153.75;535.19
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.14432;11.474;-1.2132;-0.00022172;-1.0949e-06;153.75;425
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.02817;904.0002;0.086997;-2.3727e-07;2;153.75;400
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Relative static permittivity (_);relative_static_permittivity;_;120;-1.404923;-950;-5.7;;;274.15;444.15
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.24147;-297.07;-38.97;-4831.4;7213.9;267;1947
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-60717;5410;-46.69;0.17474;-0.00023062;89.2;289.2
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;9.934;-0.007197;0;0;0;61.5;153.75
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Surface tension (N/m);surface_tension;N/m;16;-0.014185;14.535;-2.9491;-0.00055881;-3.7071e-06;153.75;515.12
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;86.76736;-6773.074;-9.77749;7.535909e-06;2;153.75;535.2
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;4.1038e-05;1.1288;-121.44;150080;;153.75;1000
19;3-Methylhexane;589-34-4;CH3CH2CH(CH3)CH2CH2CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;4.5226e-07;0.55481;210.53;14.061;;153.75;1000
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Antoine (Pa);antoine;Pa;10;21.006;3498.3;-71.962;;;370.15;545.95
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;83541640;1.024481;-0.0908156;-1.228122;0.762381;188.35;613
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;133050;-599.42;13.53;-1.7353e-05;-3.363e-09;150;1500
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;6363.2;899.08;-0.44378;7.7366e-05;;150;1500
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;78506;74.892;11.023;0.0040568;-1.5927e-06;188.35;580
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.19012;0.17319;613.7;0.19349;;188.35;613
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.1781;10.557;-1.078;-0.00023148;-6.8221e-07;188.35;490
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.24514;1200.999;0.28159;-8.3807e-07;2;188.35;490.96
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.33234;-422.27;-103.89;-20755;19060;306.5;1500
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;622690;-20288;276.93;-1.5699;0.0032518;80;180
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;7.1736;-0.0042229;0;0;0;75.34;188.35
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Surface tension (N/m);surface_tension;N/m;16;-0.01117;45.677;-3.2566;0.00030403;-4.0378e-06;188.35;613
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;90.738;-8476.8;-10.023;5.3448e-06;2;188.35;613
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;3.3407e-05;1.1338;-162.76;171650;;188.35;1000
85;3-Methylnonane;5911-04-6;CH3CH2CH(CH3)(CH2)5CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;6.1879e-07;0.49638;289.26;-877.62;;188.35;1000
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Antoine (Pa);antoine;Pa;10;20.613;3114.3;-74.619;;;355.15;523.11
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;63378000;0.67667;-0.53996;0.45608;-0.18958;165.55;567.8
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;118620;-596.81;13.418;8.8283e-06;-1.2271e-08;150;1500
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;3693.9;812.59;-0.39408;6.6664e-05;;150;1500
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;39163;25.328;11.626;0.0021572;2.6369e-07;165;560
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.4999;0.26438;590.15;0.29155;;165.55;567.8
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.1642;10.91;-1.1265;-0.00023366;-7.9637e-07;165.55;470
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.15567;1102;-0.021999;4.3706e-08;2;165.55;472.12
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.30664;-390.98;-75.702;-18831;29822;295.07;1885.08
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;1;249210;;;;;0;590.15
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;8.0428;-0.0054796;0;0;0;66.22;165.55
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Surface tension (N/m);surface_tension;N/m;16;-0.011116;17.733;-2.999;-0.00046999;-3.7171e-06;165.55;567.8
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;169.345;-11170.36;-22.26865;1.90112e-05;2;165.55;590.15
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;4.0968e-05;1.1096;-178.72;180220;;165.55;1000
92;3-Methyloctane;2216-33-3;CH3CH2CH(CH3)(CH2)4CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;4.9482e-07;0.53152;245.99;4.1109;;165.55;1000
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Antoine (Pa);antoine;Pa;10;20.831;2755;-40.41;;;304.91;442.33
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;52610390;1.021512;-0.656827;-0.222599;0.294618;110.25;483.84
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;66323;-479.35;12.713;0.00041058;-1.3725e-07;200;1500
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;100;3600.2;92.648;0.060696;-0.00013403;5.737e-08;200;1000
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;124870;37.47;8.4986;0.010489;-7.4005e-06;79.81;336.43
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.64191;0.2518;504.61;0.25114;;110.25;504.6
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;0.013685;32.912;-2.24;0.0009796401;-5.6292e-06;110.25;402
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.00528;805.0001;-0.97496;-4.1525e-07;2;220;403.52
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Relative static permittivity (_);relative_static_permittivity;_;120;-1.323;-941.8909;0;0;0;273;504.4
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.2197;-311.6;-21.56;108.65;-1264.8;252.2;1500
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-16129;1666.4;-9.7944;0.031943;-4.1663e-06;15.63;110.25
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;11.818;-0.011634;;;;44.1;110.25
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Surface tension (N/m);surface_tension;N/m;16;-0.013421;7.9798;-2.865;-0.00092552;-4.0501e-06;110.25;483.84
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;103.3869;-6792.289;-12.56583;1.27267e-05;2;110.25;504.6
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;5.0178e-05;1.1143;-67.556;138050;;110.25;1000
13;3-Methylpentane;96-14-0;CH3CH2CH(CH3)CH2CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;1.4857e-06;0.42502;455.77;119.73;;110.25;1000
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Antoine (Pa);antoine;Pa;10;21.615;3357.7;-42.268;;;337.37;492.16
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;50837290;0.764461;-0.828447;-0.00277131;0.530942;234.18;560.95
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;93124;-637.87;12.577;0.00022827;-1.0612e-07;200;1500
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;100;67106;113.53;0.50885;-0.00069318;2.7047e-07;200;1000
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;169130;405.25;3.0239;0.024087;-1.8434e-05;233.15;393.15
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.68664;0.23603;561.5;0.27471;;234.18;543.75
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;0.0080662;16.294;-1.6509;-0.0010676;-9.5001e-07;187.86;375.14
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-10.95752;1020.999;-1.4469;4.9148e-07;2;234.18;375.14
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Relative static permittivity (_);relative_static_permittivity;_;120;-15.7804;-7700;-46.2;;;154;444.15
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.13293;-126.32;-67.641;17238;-66712;280.45;1500
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-6392;777.74;17.353;-0.29853;0.001372;11.16;119.45
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;12.822;-0.0061115;;;;93.67;234.18
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Surface tension (N/m);surface_tension;N/m;16;-0.0083353;223.31;-5.0336;0.0065645;-1.2203e-05;234.18;560.95
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;58.885;-6044.5;-5.3259;2.3057e-06;2;234.18;560.95
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;22.162;1.0028;185970000;928420000;;234.18;1000
1053;3-Pentanone;96-22-0;CH3CH2COCH2CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;2.611e-07;0.65778;216.39;-3537.8;;234.18;1000
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Antoine (Pa);antoine;Pa;10;21.128;3744.2;-71.727;;;400;593.2
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;65864760;0.958711;-1.952194;2.240006;-0.865941;210.27;641.07
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;90693;-533.27;13.139;0.00014143;-6.0863e-08;298.15;1500
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;-20399;799.64;-0.46931;0.00010452;;298.15;1500
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;95699;-84.431;11.066;0.0051032;-4.1785e-06;298.15;461.59
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.53184;0.25635;665;0.29535;;210.27;641.07
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.081171;5.0587;-1.4195;-0.00031748;-9.1756e-07;210.27;461.59
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.70107;1283;0.18354;-3.451e-07;2;210.27;573
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.33624;-432.23;-105.71;-27857;4073.5;332.5;1500
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;1;214740;;;;;0;665
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Solid density (kmol/m3);solid_density;kmol/m3;2;8.8871;-0.0047021;0;0;0;84.11;210.27
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Surface tension (N/m);surface_tension;N/m;16;-0.015347;66.34;-3.091;0.00031864;-3.2686e-06;210.27;641.07
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Vapour pressure (Pa);vapour_pressure;Pa;101;109.6;-9849.7;-12.73;6.3582e-06;2;210.27;665
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;8.3547e-05;1.0482;520.64;45100;;210.27;1000
578;4-Ethyl-m-xylene;874-41-9;CH3CH2(C6H3)(CH3)2;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;3.7216e-06;0.29591;752.65;-7.7443;;210.27;1000
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Antoine (Pa);antoine;Pa;10;21.317;3913.1;-63.321;;;400.23;594.25
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;43714000;-2.7554;9.4578;-11.023;4.6307;206.22;642.75
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;90693;-533.27;13.139;0.00014143;-6.0863e-08;298.15;1500
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;-20399;799.64;-0.46931;0.00010452;;298.15;1500
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;89767;-77.889;11.113;0.0049399;-3.9958e-06;298.15;462.93
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.54664;0.26088;666;0.29186;;206.22;642.75
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.061613;4.0176;-1.4936;-0.00037218;-9.9721e-07;206.22;462.93
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.7033;1283;-0.43411;7.8135e-07;2;206.22;573
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.37792;-498.77;-87.527;-88381;187860;333;1500
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;1;214740;;;;;0;666
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Solid density (kmol/m3);solid_density;kmol/m3;2;8.8776;-0.0047766;0;0;0;82.49;206.22
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Surface tension (N/m);surface_tension;N/m;16;-0.021075;39.933;-2.7814;-0.00042216;-2.0214e-06;206.22;642.75
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Vapour pressure (Pa);vapour_pressure;Pa;101;96.694;-9142.9;-10.852;5.5519e-06;2;206.22;667
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;8.3697e-05;1.0475;520.73;45665;;206.22;1000
579;4-Ethyl-o-xylene;934-80-5;CH3CH2(C6H3)(CH3)2;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;5.8567e-07;0.52279;312.52;-1851;;206.22;1000
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Antoine (Pa);antoine;Pa;10;21.277;3488.9;-59.687;;;358.41;529.73
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;66305620;0.51436;0.600897;-1.414428;0.688564;240.65;582.98
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;121670;-659.01;13.093;1.6432e-05;-4.1637e-08;200;1500
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;36724;544.28;-0.2504;3.6307e-05;;200;1500
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;209750;222.65;6.403;0.014092;-8.4677e-06;240;480
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.78297;0.29215;595;0.33209;;240.65;582.98
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.084176;-5.3333;-1.1753;-0.00094427;-3.0728e-07;240.65;553.15
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.07601;1219;2.6786;-1.9943e-06;2;240.65;505
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Relative static permittivity (_);relative_static_permittivity;_;120;-11.21128;-5950;-35.7;;;274.15;444.15
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.12631;-98.502;-131.43;74661;-250200;287.5;1500
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;102;2320;0.79267;0;0;;50;240.65
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Solid density (kmol/m3);solid_density;kmol/m3;100;9.6566;-0.0050159;0;0;0;96.26;240.65
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Surface tension (N/m);surface_tension;N/m;16;-0.009316;8.2096;-3.0266;0.00040508;-5.4492e-06;240.65;582.98
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Vapour pressure (Pa);vapour_pressure;Pa;101;121.5579;-9310.284;-14.85267;1.0781e-05;2;240.65;602
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;2007.9;1.0403;23250000000;-155600000000;;240.65;1000
1058;4-Heptanone;123-19-3;(CH3CH2CH2)2CO;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;1.5516e-07;0.71327;190.48;-6907.5;;240.65;1000
227;4-Methyl-cis-2-pentene;691-38-3;CH3CHCHCH(CH3)2;Antoine (Pa);antoine;Pa;10;20.651;2585.2;-46.215;;;299.87;442.05
227;4-Methyl-cis-2-pentene;691-38-3;CH3CHCHCH(CH3)2;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;54227000;1.5628;-2.6171;2.4298;-0.92758;138.3;480.02
227;4-Methyl-cis-2-pentene;691-38-3;CH3CHCHCH(CH3)2;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;101130;-861.95;13.463;-0.00060529;2.0212e-07;200;1500
227;4-Methyl-cis-2-pentene;691-38-3;CH3CHCHCH(CH3)2;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;16890;454.86;-0.20446;3.2855e-05;;200;1500
227;4-Methyl-cis-2-pentene;691-38-3;CH3CHCHCH(CH3)2;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;-59803;-16.203;11.773;0.0034333;-3.7581e-06;138.3;329.53
227;4-Methyl-cis-2-pentene;691-38-3;CH3CHCHCH(CH3)2;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.77793;0.27017;499;0.2861;;138.3;480.02
227;4-Methyl-cis-2-pentene;691-38-3;CH3CHCHCH(CH3)2;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.050868;4.0553;-1.554;-0.00045968;-1.981e-06;138.3;329.53
227;4-Methyl-cis-2-pentene;691-38-3;CH3CHCHCH(CH3)2;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-10.65939;586.9998;0.14056;-7.3435e-07;2;138.3;405
227;4-Methyl-cis-2-pentene;691-38-3;CH3CHCHCH(CH3)2;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
227;4-Methyl-cis-2-pentene;691-38-3;CH3CHCHCH(CH3)2;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
