chemsep_index;component_name;cas_number;formula_chemsep;correlation_name;correlation_key;property_unit;eqno;A;B;C;D;E;Tmin_K;Tmax_K
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Antoine (Pa);antoine;Pa;10;21.075;3187;-53.379;;;366.15;536.5
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;50503000;0.64021;-1.1382;1.5379;-0.66031;236.5;602
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;56506;-535.36;12.166;-0.00021958;4.8605e-08;236.5;1500
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;18491.19;309.57;-0.272542;9.27467e-05;;236.5;1200
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;121000;433.16;2.2235;0.034423;-4.0901e-05;236.5;300
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.9055;0.25465;602;0.30987;;236.5;602
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.027258;-78.724;-0.73941;-0.0030401;8.8565e-07;236.5;482
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-10.78972;1069;2.5992;-8.1378e-06;2;236.5;452
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Relative static permittivity (_);relative_static_permittivity;_;120;-6.355533;-3750;-22.5;;;274.15;444.15
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.18736;-244.22;-36.351;-1273;-10172;301;1500
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;654700;-14318;123.14;-0.43554;0.00055528;117.15;222.15
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Solid density (kmol/m3);solid_density;kmol/m3;2;14.57;-0.006887;;;;94.6;236.5
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Surface tension (N/m);surface_tension;N/m;16;-0.01087;126.61;-3.7929;0.0032685;-8.0616e-06;236.5;602
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Vapour pressure (Pa);vapour_pressure;Pa;101;66.05096;-6428.165;-6.44717;3.27127e-06;2;236.5;602
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;9.5455e-05;1.0427;1258.3;-2960.2;;236.5;1000
1524;1,1,2-Trichloroethane;79-00-5;CHCl2CH2Cl;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;2.8974e-07;0.68713;200.47;-854.38;;236.5;1000
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Antoine (Pa);antoine;Pa;10;21.36;2884.3;-37.086;;;318.35;468.24
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;44587730;0.555838;0.0209485;-0.722234;0.56963;176.19;504.75
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;45661;-449.92;11.802;0.00015496;-5.3829e-08;150;1500
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;100;21701;206.64;-0.056123;-8.6055e-05;5.3462e-08;200;1000
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;115470;479.34;1.2009;0.029511;-2.5794e-05;176.19;330.45
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;1.1057;0.26536;523;0.28703;;176.19;504.75
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;0.011357;-64.086;-0.98127;-0.0039469;6.6106e-07;156.9;416.9
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-10.67535;849.0001;-0.14866;-3.5884e-07;2;176.19;423
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Relative static permittivity (_);relative_static_permittivity;_;120;-17.65507;-8350;-50.1;;;274.15;444.15
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.065419;-59.071;-33.932;9018.2;-20873;261.5;1500
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-14894;1761.9;-17.551;0.085912;-0.00013498;14.17;165.75
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;17.18;-0.010734;;;;70.48;176.19
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Surface tension (N/m);surface_tension;N/m;16;-0.043274;-3.8245;-2.0709;-0.0019704;-1.9129e-07;176.19;504.75
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;66.53401;-5492.415;-6.715993;5.298782e-06;2;176.19;523
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;0.00013381;1.01;1042.5;-2442;;176.19;1000
1522;1,1-Dichloroethane;75-34-3;CHCl2CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;1.814e-07;0.74706;93.461;1513.7;;176.19;1000
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Antoine (Pa);antoine;Pa;10;20.484;3005.4;-57.186;;;355.67;517.15
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;75815000;2.7664;-6.0218;6.1598;-2.4093;239.66;591.15
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;97627;-847.07;13.952;-0.00053736;1.4024e-07;200;1500
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;-48680;799.8;-0.38203;5.9621e-05;;200;1500
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;108760;-1.4419;9.7271;0.0071596;-3.8148e-06;239.66;392.7
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.55073;0.24971;591.15;0.27534;;239.66;591.15
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.0057011;-80.549;-0.98212;-0.0030094;4.8733e-07;239.66;392.7
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-12.04903;1368;-0.53177;8.3765e-07;2;239.66;472.92
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.2363;-268.25;-48.059;-9529.6;18562;295.58;2000
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-16424;1881.1;-20.206;0.13922;-0.00034887;12.31;141.61
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Solid density (kmol/m3);solid_density;kmol/m3;2;9.3147;-0.0043166;0;0;0;95.86;239.66
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Surface tension (N/m);surface_tension;N/m;16;-0.080643;-31.636;-1.6941;-0.0017816;8.0067e-07;239.66;591.15
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Vapour pressure (Pa);vapour_pressure;Pa;101;81.518;-6942.5;-8.9;5.4941e-06;2;239.66;591.15
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;0.01079;0.39433;-74.36;805370;;239.66;1000
141;1,1-Dimethylcyclohexane;590-66-9;-C(CH3)2(CH2)5-;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;7.8141e-07;0.4995;371.04;124.2;;392.7;1000
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Antoine (Pa);antoine;Pa;10;20.924;3024.7;-39.21;;;329.96;474.65
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;64753000;1.835;-2.4221;1.0097;0.083052;203.36;547
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;84040;-831.97;13.78;-0.00060484;1.825e-07;200;1500
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;-40808;693.04;-0.36013;6.8107e-05;;200;1500
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;63403;-76.912;11.112;0.0033685;-1.3786e-06;213.87;361
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.77031;0.27731;547;0.30161;;203.36;547
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.012548;-26.729;-1.3811;-0.0017046;-8.8213e-07;203.36;361
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-12.00622;1269;-0.51373;1.1607e-06;2;203.36;400
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.22139;-197.51;-37.472;-7234;10587;273.5;1914.5
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;1;182070;;;;;0;547
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Solid density (kmol/m3);solid_density;kmol/m3;2;10.747;-0.0058701;0;0;0;81.34;203.36
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Surface tension (N/m);surface_tension;N/m;16;-0.0074471;112.42;-4.128;0.0036419;-9.9747e-06;203.36;547
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Vapour pressure (Pa);vapour_pressure;Pa;101;80.69439;-6444.768;-8.840923;5.777915e-06;2;203.36;547
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;0.0025566;0.60638;165.73;477660;;203.68;1000
108;1,1-Dimethylcyclopentane;1638-26-2;-CH2C(CH3)2CH2CH2CH2-;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;5.5348e-06;0.28035;888.45;60.9;;203.36;1000
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Antoine (Pa);antoine;Pa;10;21.207;3942.9;-70.977;;;419.85;620
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;68277370;0.20659;0.354625;0.156354;-0.400825;266.9;670.57
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;108680;-536.06;13.006;0.00026578;-1.0197e-07;200;1500
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;14350;683.41;-0.34548;6.3808e-05;;200;1500
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;191090;-1527.7;20.231;-0.019977;1.9333e-05;266.9;519.75
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.62671;0.276;690;0.30501;;266.9;670.57
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.046705;-31.572;-1.2356;-0.001246299;-2.6103e-07;266.9;478.19
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-12.79418;1283;0.0032112;-3.0199e-09;2;266.9;573
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Relative static permittivity (_);relative_static_permittivity;_;120;-1.813;-1290.739;0;0;0;273;690
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.31708;-424.09;-116.37;-38824;-120.02;346.5;1500
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;66629;-379.76;9.332;-0.039854;7.2087e-05;91;223.6
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Solid density (kmol/m3);solid_density;kmol/m3;100;8.8081;-0.0041252;0;0;0;106.76;266.9
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Surface tension (N/m);surface_tension;N/m;16;-0.0097807;201.26;-4.2769;0.0037572;-6.8682e-06;266.9;670.57
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Vapour pressure (Pa);vapour_pressure;Pa;101;103.3938;-9866.6;-11.74655;5.432648e-06;2;266.9;693
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;0.0001001;1.0331;653.92;21466;;266.9;1000
530;1,2,3,4-Tetramethylbenzene;488-23-3;(C6H2)(CH3)4;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;8.0975e-08;0.80432;144.14;-8326.5;;266.9;1000
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Antoine (Pa);antoine;Pa;10;21.323;3961.7;-66.892;;;407.71;610
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;66549000;0.31372;0.25924;-0.3264;0.12301;249.46;679
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;109230;-579.21;13.116;0.00014705;-5.951e-08;150;1500
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;15661;655.05;-0.30287;4.7023e-05;;150;1500
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;180380;-63.604;9.2496;0.0072443;-3.1051e-06;249.46;480
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.5261;0.25428;679;0.28565;;249.46;679
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.064932;-8.9077;-1.3593;-0.00066705;-6.8372e-07;249.46;471.15
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-12.80942;1283;0.263;-3.7653e-07;2;249.46;573
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.3267;-429.83;-108.17;-65519;104920;339.5;1500
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;88.391;1331.3;-5.2242;0.018095;-2.5164e-05;92.4;249.46
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Solid density (kmol/m3);solid_density;kmol/m3;2;8.728;-0.0038845;0;0;0;99.78;249.46
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Surface tension (N/m);surface_tension;N/m;16;-0.0077784;249.63;-4.8091;0.0051648;-8.5507e-06;249.46;679
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Vapour pressure (Pa);vapour_pressure;Pa;101;108.28;-9936.6;-12.519;6.2754e-06;2;249.46;679
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;8.2384e-05;1.0555;595.15;34335;;249.46;1000
531;1,2,3,5-Tetramethylbenzene;527-53-7;(C6H2)(CH3)4;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;6.7114e-07;0.50662;335.88;-402.07;;249.46;1000
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Antoine (Pa);antoine;Pa;10;21.569;4045.6;-46.375;;;399.82;595
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;58970000;0.31296;0.11034;-0.18707;0.12203;247.79;642.57
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;97344;-642.53;13.123;6.1931e-05;-4.6438e-08;200;1500
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;100;33607;259.01;0.84683;-0.0013521;5.7553e-07;50;1000
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;158190;-110.87;9.7005;0.0066246;-3.875e-06;247.79;450
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.47081;0.22935;664.5;0.22914;;243.15;664.15
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;0.066267;303.46;-5.2163;0.0092731;-1.4825e-05;247.79;603.15
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-12.18896;1184;0.25604;-4.4218e-07;2;247.79;550
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Relative static permittivity (_);relative_static_permittivity;_;120;-1.862;-1325.624;0;0;0;273;664.5
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.26373;-348.47;-92.015;-13079;-14420;332.23;1500
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;165120;-5147.2;80.052;-0.45918;0.00093095;59.99;230.27
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Solid density (kmol/m3);solid_density;kmol/m3;2;9.7697;-0.0043665;0;0;0;99.12;247.79
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Surface tension (N/m);surface_tension;N/m;16;-0.0045939;547.15;-7.5443;0.012641;-1.6044e-05;247.79;642.57
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Vapour pressure (Pa);vapour_pressure;Pa;101;103.4032;-9139.734;-11.94112;6.875135e-06;2;247.79;664.5
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;9.3303e-05;1.0419;539.24;56545;;247.79;1000
514;1,2,3-Trimethylbenzene;526-73-8;(C6H3)(CH3)3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;7.8569e-07;0.49843;362.98;-102.15;;247.79;1000
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Antoine (Pa);antoine;Pa;10;21.278;3898.8;-70.102;;;412.75;607.87
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;160770700;4.915197;-10.37671;9.303886;-3.220797;298.15;658.97
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;110940;-562.53;13.019;0.00027207;-1.0669e-07;200;1500
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;100;27870;560.2;0.043817;-0.000406;1.904e-07;298;1000
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;139940;1169.1;1.2977;0.02859;-2.3286e-05;352.15;473.15
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.65779;0.28461;677.16;0.31429;;288.15;677.15
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;0.023024;-350.01;0.1946;-0.0044419;6.7822e-07;352.38;613.15
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-12.81245;1283;-0.39341;2.9469e-07;2;352.38;573
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.33617;-444.13;-103.01;-89798;177990;337.58;1500
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;1997.1;1178.3;-3.2722;0.0077475;-6.6937e-06;92.2;352.38
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Solid density (kmol/m3);solid_density;kmol/m3;2;7.6888;-1.9613e-16;0;0;0;0;9.5
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Surface tension (N/m);surface_tension;N/m;16;-0.022308;-40.303;-2.2467;-0.001602;-9.4735e-07;352.38;658.97
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Vapour pressure (Pa);vapour_pressure;Pa;101;96.028;-9355.7;-10.676;4.9509e-06;2;346.75;676
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;6.6062e-05;1.0649;306.1;93850;;352.384;1000
532;1,2,4,5-Tetramethylbenzene;95-93-2;(C6H2)(CH3)4;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;7.2635e-07;0.49106;324.48;3435.1;;352.38;1000
1592;1,2,4-Trichlorobenzene;120-82-1;(C6H3)Cl3;Antoine (Pa);antoine;Pa;10;21.92;4632.7;-40.49;;;435.15;633.45
1592;1,2,4-Trichlorobenzene;120-82-1;(C6H3)Cl3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;68970000;0.4026;0;0;0;290.15;725
1592;1,2,4-Trichlorobenzene;120-82-1;(C6H3)Cl3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;63130;-426.63;12.569;-9.5696e-05;1.4713e-08;200;1500
